Frequency_Hz	Mismatch_0.05	Mismatch_0.04	Mismatch_0.03
4.2175			0.00017325903347751193
4.220875	0.00015635862257521843	0.00018308146060816644	0.0001754418868050033
4.23325	5.3556795307177415e-05	0.0002012366811087879	0.0001797442077809463
4.245625	0.00011055526224792513	0.00014946449682495672	0.0001514964947827424
4.258	0.0001544524423434929	0.00013701597165859897	0.00014877157064960362
4.270375	0.00011828275818156043	0.00017990013152826626	0.00010449834221521172
4.279375			0.00016977992066010515
4.28275	0.00015662311978840513	0.000210763125583208	6.210859073321177e-05
4.295125	0.00022910179253661462	0.00019099675287933564	0.00017001699177670448
4.3075	0.00024083961776539672	0.0001878011946282089	0.00021086566932628555
4.319875	0.00019816601278750575	0.00018936399161239157	0.00019698472338922096
4.33225	0.00018605699024502789	0.00015144912492331673	0.00014093107368298304
4.34125			0.00015672479624358616
4.344625	0.00019549653976174206	0.00014139451939963727	0.0001040279278667724
4.357	0.0003150531094348069	0.00015999551186602205	6.373434313933815e-05
4.369375	0.0001884177141781961	0.0001560204357837024	7.189529308172058e-05
4.38175	0.00017902686248693936	0.00023802724817526143	0.0001343723365616506
4.394125	0.00015800633059220254	0.00022845606604205633	0.000193465535578672
4.403125			0.00019335141473854182
4.4065	0.0002646061035976447	0.000118532137790042	0.0002223807434639913
4.418875	0.00023606402137334187	0.00010606292397583427	0.00013795344984995336
4.43125	0.00023901821090328336	0.00018662160326842237	0.00011757719430874527
4.443625	0.0002361925715650471	0.00023187862968600598	0.00010991928690061586
4.456	0.00019951068193387316	0.00018024388183735695	0.00015643569449984586
4.465			0.00020098501596406608
4.468375	0.00025782604228704887	0.000177713264661851	0.000125808324603951
4.48075	0.0002529316145929358	0.0002205068347914627	9.833952093570028e-05
4.493125	0.00015355385020673074	0.00018608850217904677	0.0001519405041559396
4.5055	0.00015690995197849752	0.00012585804742702947	0.00015925116906215917
4.517875	0.00018607272988610098	6.675158510004312e-05	0.0001410935319580097
4.526875			0.00022674085569195928
4.53025	0.00024106284252531414	0.00011724175641598176	0.0001694680427926882
4.542625	0.0001160249294873063	9.989525738759773e-05	0.00011665347423259369
4.555	0.00013812771783712748	0.00010929670267676468	0.00017177200521392624
4.567375	0.000194241546652755	0.00019170669046380306	0.00020933550508390686
4.57975	0.0001876791438565255	0.0002365969800625494	0.0002055523967701627
4.58875			0.00018578285078345929
4.592125	0.0002312431165969919	0.0002106086811321176	0.00016670017169220314
4.6045	0.00014741085352705342	0.0001974393645030656	0.00012914368613348623
4.616875	0.00017008826621055784	0.0001443606871510163	0.00016248967695590264
4.62925	0.00013578393432420492	0.00011549435616301777	0.0001842013319550106
4.641625	0.0001424703071011988	0.00017479450109402725	0.00014264240922551717
4.650625			0.0001799052784223384
4.654	0.00017721128062477738	0.00020026411409294876	0.00013005164695798204
